Mot,Ligne,Colonne,Page,identifiant,
ÇA,3,1,horaire,ça@horaire,
ÊTRE,1,2,horaire,être@horaire,
VOULOIR,1,3,horaire,vouloir@horaire,
AIMER,1,4,horaire,aimer@horaire,
ET APRÈS,1,5,horaire,et@après@horaire,
COMBIEN DE TEMPS ENCORE?,1,6,horaire,combien_de_temps_encore?@horaire,
À,3,6,horaire,à@horaire,
QUAND,1,7,horaire,quand@horaire,
PAS,2,7,horaire,pas@horaire,
MAINTENANT,1,8,horaire,maintenant@horaire,
APRÈS,2,8,horaire,après@horaire,
SCIENCE,1,1,sciences,science@sciences,
ENVIRONNEMENT,2,1,sciences,environnement@sciences,
PRODUIT CHIMIQUE,3,1,sciences,produit_chimique@sciences,
AIMANT,1,2,sciences,aimant@sciences,
EXPÉRIENCE,2,2,sciences,expérience@sciences,
ASTRONOMIE,3,2,sciences,astronomie@sciences,
,,,astronomie@sciences,astronomie,
AIR,1,3,sciences,air@sciences,
GRAVITÉ,2,3,sciences,gravité@sciences,
BECHERS,1,4,sciences,bechers@sciences,
LABORATOIRE,2,4,sciences,laboratoire@sciences,
ÉNERGIE,1,5,sciences,énergie@sciences,
LOUPE,2,5,sciences,loupe@sciences,
QUOI,1,6,sciences,quoi@sciences,
MINÉRAUX,2,6,sciences,minéraux@sciences,
OÙ,1,7,sciences,où@sciences,
PAS,2,7,sciences,pas@sciences,
ENCORE,1,8,sciences,encore@sciences,
C’EST FINI,2,8,sciences,c’est_fini@sciences,
PLUS,4,8,sciences,plus@sciences,
,,,plus@sciences,sciences_-_2,
ESPÈCES,1,1,sciences_-_2,espèces@sciences_-_2,
FOSSILE,1,2,sciences_-_2,fossile@sciences_-_2,
GÈNE,1,3,sciences_-_2,gène@sciences_-_2,
MICROSCOPE,1,4,sciences_-_2,microscope@sciences_-_2,
RETOUR,4,8,sciences_-_2,retour@sciences_-_2,
,,,retour@sciences_-_2,sciences,
JE,1,1,astronomie,je@astronomie,
TU,2,1,astronomie,tu@astronomie,
Y,3,1,astronomie,y@astronomie,
UNIVERS,4,1,astronomie,univers@astronomie,
ÊTRE,1,2,astronomie,être@astronomie,
VENIR,2,2,astronomie,venir@astronomie,
NEPTUNE,3,2,astronomie,neptune@astronomie,
URANUS,4,2,astronomie,uranus@astronomie,
VOULOIR,1,3,astronomie,vouloir@astronomie,
ALLER,2,3,astronomie,aller@astronomie,
PLANÈTE,3,3,astronomie,planète@astronomie,
VÉNUS,4,3,astronomie,vénus@astronomie,
AIMER,1,4,astronomie,aimer@astronomie,
LUNE,2,4,astronomie,lune@astronomie,
PLUTON,3,4,astronomie,pluton@astronomie,
VOIE LACTÉE,4,4,astronomie,voie_lactée@astronomie,
ESPACE,1,5,astronomie,espace@astronomie,
MARS.,2,5,astronomie,mars@astronomie,
SATURNE,3,5,astronomie,saturne@astronomie,
JUPITER,1,6,astronomie,jupiter@astronomie,
MERCURE,2,6,astronomie,mercure@astronomie,
À,3,6,astronomie,à@astronomie,
OÙ,1,7,astronomie,où@astronomie,
PAS,2,7,astronomie,pas@astronomie,
SOLEIL,3,7,astronomie,soleil@astronomie,
ENCORE,1,8,astronomie,encore@astronomie,
C’EST FINI ,2,8,astronomie,c’est@fini@astronomie,
TERRE,3,8,astronomie,terre@astronomie,
PLUS,4,8,astronomie,plus@astronomie,
,,,plus@astronomie,astronomie_-_2,
ASTÉROÏDE,1,1,astronomie_-_2,astéroïde@astronomie_-_2,
CROISSANT DE LUNE,1,2,astronomie_-_2,croissant_de_lune@astronomie_-_2,
ÉCLIPSE SOLAIRE,1,3,astronomie_-_2,éclipse_solaire@astronomie_-_2,
MÉTÉORE,1,4,astronomie_-_2,météore@astronomie_-_2,
ORBITE,1,5,astronomie_-_2,orbite@astronomie_-_2,
SATELLITE,1,6,astronomie_-_2,satellite@astronomie_-_2,
SYSTÈME SOLAIRE,1,7,astronomie_-_2,système_solaire@astronomie_-_2,
TÉLESCOPE,1,8,astronomie_-_2,téléscope@astronomie_-_2,
RETOUR,4,8,astronomie_-_2,retour@astronomie_-_2,
,,,retour@astronomie_-_2,astronomie,
ART,1,1,art,art@art,
COULEURS,1,2,art,couleurs@art,
,,,couleurs@art,couleurs,
FORMES,1,3,art,formes@art,
,,,formes@art,formes,
MATÉRIEL D’ART PLASTIQUE,1,4,art,matériel_d’art_plastique@art,
,,,matériel_d’art_plastique@art,matériel_d’art_plastique,
QUOI,1,6,art,quoi@art,
OÙ,1,7,art,où@art,
PAS,2,7,art,pas@art,
ENCORE,1,8,art,encore@art,
C’EST FINI,2,8,art,c’est_fini@art,
RESTER CALME,1,1,mes_règles,rester_calme@mes_règles,
GÉOGRAPHIE,1,1,géographie,géographie@géographie,
PROVINCE,2,1,géographie,province@géographie,
ÎLE,3,1,géographie,île@géographie,
RIVIÈRE,1,2,géographie,rivière@géographie,
DIRECTION,2,2,géographie,direction@géographie,
LATITUDE,3,2,géographie,latitude@géographie,
ORIENT,1,3,géographie,orient@géographie,
NORD,2,3,géographie,nord@géographie,
LONGITUDE,3,3,géographie,longitude@géographie,
OCCIDENT,1,4,géographie,occident@géographie,
SUD,2,4,géographie,sud@géographie,
CONTINENTS ET MERS,3,4,géographie,continents_et_mers@géographie,
,,,continents_et_mers@géographie,continents_et_mers,
PLAN,1,5,géographie,plan@géographie,
EST,2,5,géographie,est@géographie,
PAYS,3,5,géographie,pays@géographie,
,,,pays@géographie,pays,
QUOI,1,6,géographie,quoi@géographie,
OUEST,2,6,géographie,ouest@géographie,
PROVINCES DU CANADA,3,6,géographie,provinces_du_canada@géographie,
,,,provinces_du_canada@géographie,provinces_du_canada,
OÙ,1,7,géographie,où@géographie,
PAS,2,7,géographie,pas@géographie,
ENCORE,1,8,géographie,encore@géographie,
C’EST FINI,2,8,géographie,c’est_fini@géographie,
PLUS,4,8,géographie,plus@géographie,
,,,plus@géographie,géographie_-_2,
ASTRONOMIE,1,1,géographie_-_2,astronomie@géographie_-_2,
,,,astronomie@géographie_-_2,astronomie,
ÉTATS DES ÉTATS UNIS,1,2,géographie_-_2,états_des_états_unis@géographie_-_2,
,,,états_des_états_unis@géographie_-_2,états_des_états_unis,
AMÉRIQUE DU NORD,1,3,géographie_-_2,amérique_du_nord@géographie_-_2,
MONDE,1,4,géographie_-_2,monde@géographie_-_2,
RETOUR,4,8,géographie_-_2,retour@géographie_-_2,
,,,retour@géographie_-_2,géographie,
JE,1,1,continents_et_mers,je@continents_et_mers,
TU,2,1,continents_et_mers,tu@continents_et_mers,
Y,3,1,continents_et_mers,y@continents_et_mers,
OCÉAN ATLANTIQUE,4,1,continents_et_mers,océan_atlantique@continents_et_mers,
ÊTRE,1,2,continents_et_mers,être@continents_et_mers,
VENIR,2,2,continents_et_mers,venir@continents_et_mers,
ANTARCTIQUE,3,2,continents_et_mers,antarctique@continents_et_mers,
OCÉAN AUSTRAL,4,2,continents_et_mers,océan_austral@continents_et_mers,
VOULOIR,1,3,continents_et_mers,vouloir@continents_et_mers,
ALLER,2,3,continents_et_mers,aller@continents_et_mers,
ASIE,3,3,continents_et_mers,asie@continents_et_mers,
OCÉAN INDIEN,4,3,continents_et_mers,océan_indien@continents_et_mers,
AIMER,1,4,continents_et_mers,aimer@continents_et_mers,
AFRIQUE,2,4,continents_et_mers,afrique@continents_et_mers,
EUROPE,3,4,continents_et_mers,europe@continents_et_mers,
OCÉAN PACIFIQUE,4,4,continents_et_mers,océan_pacifique@continents_et_mers,
CONTINENT,1,5,continents_et_mers,continent@continents_et_mers,
AMÉRIQUE DU NORD,2,5,continents_et_mers,amérique_du_nord@continents_et_mers,
OCÉANIE,3,5,continents_et_mers,océanie@continents_et_mers,
OCÉAN,1,6,continents_et_mers,océan@continents_et_mers,
AMÉRIQUE DU SUD,2,6,continents_et_mers,amérique_du_sud@continents_et_mers,
À,3,6,continents_et_mers,à@continents_et_mers,
OÙ,1,7,continents_et_mers,où@continents_et_mers,
PAS,2,7,continents_et_mers,pas@continents_et_mers,
MÉDITERRANÉE,3,7,continents_et_mers,méditerranée@continents_et_mers,
ENCORE,1,8,continents_et_mers,encore@continents_et_mers,
C’EST FINI,2,8,continents_et_mers,c’est_fini@continents_et_mers,
OCÉAN ARCTIQUE,3,8,continents_et_mers,océan_arctique@continents_et_mers,
PLUS,4,8,continents_et_mers,plus@continents_et_mers,
,,,plus@continents_et_mers,continents_et_mers_-_2,
DÉTROIT DE GIBRALTAR,1,1,continents_et_mers_-_2,détroit_de_gibraltar@continents_et_mers_-_2,
MER DE BÉRING,2,1,continents_et_mers_-_2,mer_de_béring@continents_et_mers_-_2,
MER NOIRE,3,1,continents_et_mers_-_2,mer_noire@continents_et_mers_-_2,
DÉTROIT DE MAGELLAN,1,2,continents_et_mers_-_2,détroit_de_magellan@continents_et_mers_-_2,
MER DE CHINE MÉRIDIONALE,2,2,continents_et_mers_-_2,mer_de_chine_méridionale@continents_et_mers_-_2,
MER ROUGE,3,2,continents_et_mers_-_2,mer_rouge@continents_et_mers_-_2,
GOLFE DU MEXIQUE,1,3,continents_et_mers_-_2,golfe_du_mexique@continents_et_mers_-_2,
MER DE TASMANIE,2,3,continents_et_mers_-_2,mer_de_tasmanie@continents_et_mers_-_2,
GOLFE PERSIQUE,1,4,continents_et_mers_-_2,golfe_persique@continents_et_mers_-_2,
MER DES CARAÏBES,2,4,continents_et_mers_-_2,mer_des_caraïbes@continents_et_mers_-_2,
LA MANCHE,1,5,continents_et_mers_-_2,la_manche@continents_et_mers_-_2,
MER DU JAPON,2,5,continents_et_mers_-_2,mer_du_japon@continents_et_mers_-_2,
MER ADRIATIQUE,1,6,continents_et_mers_-_2,mer_adriatique@continents_et_mers_-_2,
MER DU NORD,2,6,continents_et_mers_-_2,mer_du_nord@continents_et_mers_-_2,
MER BALTIQUE,1,7,continents_et_mers_-_2,mer_baltique@continents_et_mers_-_2,
MER ÉGÉE,2,7,continents_et_mers_-_2,mer_égée@continents_et_mers_-_2,
MER CASPIENNE,1,8,continents_et_mers_-_2,mer_caspienne@continents_et_mers_-_2,
MER JAUNE,2,8,continents_et_mers_-_2,mer_jaune@continents_et_mers_-_2,
RETOUR,4,8,continents_et_mers_-_2,retour@continents_et_mers_-_2,
,,,retour@continents_et_mers_-_2,continents_et_mers,
JE,1,1,états_des_états_unis,je@états_des_états_unis,
TU,2,1,états_des_états_unis,tu@états_des_états_unis,
Y,3,1,états_des_états_unis,y@états_des_états_unis,
DELAWARE,4,1,états_des_états_unis,delaware@états_des_états_unis,
ÊTRE,1,2,états_des_états_unis,être@états_des_états_unis,
VENIR,2,2,états_des_états_unis,venir@états_des_états_unis,
CAROLINE DU NORD,3,2,états_des_états_unis,caroline_du@nord@états_des_états_unis,
FLORIDE,4,2,états_des_états_unis,floride@états_des_états_unis,
VOULOIR,1,3,états_des_états_unis,vouloir@états_des_états_unis,
ALLER,2,3,états_des_états_unis,aller@états_des_états_unis,
CAROLINE DU SUD,3,3,états_des_états_unis,caroline_du_sud@états_des_états_unis,
GÉORGIE,4,3,états_des_états_unis,géorgie@états_des_états_unis,
AIMER,1,4,états_des_états_unis,aimer@états_des_états_unis,
ARIZONA,2,4,états_des_états_unis,arizona@états_des_états_unis,
COLORADO,3,4,états_des_états_unis,colorado@états_des_états_unis,
HAWAÏ,4,4,états_des_états_unis,hawaii@états_des_états_unis,
ALABAMA,1,5,états_des_états_unis,alabama@états_des_états_unis,
ARKANSAS,2,5,états_des_états_unis,arkansas@états_des_états_unis,
CONNECTICUT,3,5,états_des_états_unis,connecticut@états_des_états_unis,
IDAHO,4,5,états_des_états_unis,idaho@états_des_états_unis,
ALASKA,1,6,états_des_états_unis,alaska@états_des_états_unis,
CALIFORNIE,2,6,états_des_états_unis,californie@états_des_états_unis,
À,3,6,états_des_états_unis,à@états_des_états_unis,
ILLINOIS,4,6,états_des_états_unis,illinois@états_des_états_unis,
OÙ,1,7,états_des_états_unis,où@états_des_états_unis,
PAS,2,7,états_des_états_unis,pas@états_des_états_unis,
DAKOTA DU NORD ,3,7,états_des_états_unis,dakota_du_nord@états_des_états_unis,
INDIANA,4,7,états_des_états_unis,indiana@états_des_états_unis,
ENCORE,1,8,états_des_états_unis,encore@états_des_états_unis,
C’EST FINI,2,8,états_des_états_unis,c’est_fini@états_des_états_unis,
DAKOTA DU SUD,3,8,états_des_états_unis,dakota_du_sud@états_des_états_unis,
PAGE SUIVANTE,4,8,états_des_états_unis,page_suivante@états_des_états_unis,
,,,page_suivante@états_des_états_unis,états_des_états_unis_-_2,
IOWA,1,1,états_des_états_unis_-_2,iowa@états_des_états_unis_-_2,
MINNESOTA,2,1,états_des_états_unis_-_2,minnesota@états_des_états_unis_-_2,
NEW MEXICO,3,1,états_des_états_unis_-_2,new_mexico@états_des_états_unis_-_2,
TEXAS,4,1,états_des_états_unis_-_2,texas@états_des_états_unis_-_2,
KANSAS,1,2,états_des_états_unis_-_2,kansas@états_des_états_unis_-_2,
MISSISSIPPI,2,2,états_des_états_unis_-_2,mississippi@états_des_états_unis_-_2,
NEW YORK,3,2,états_des_états_unis_-_2,new_york@états_des_états_unis_-_2,
UTAH,4,2,états_des_états_unis_-_2,utah@états_des_états_unis_-_2,
KENTUCKY,1,3,états_des_états_unis_-_2,kentucky@états_des_états_unis_-_2,
MISSOURI,2,3,états_des_états_unis_-_2,missouri@états_des_états_unis_-_2,
OHIO,3,3,états_des_états_unis_-_2,ohio@états_des_états_unis_-_2,
VERMONT,4,3,états_des_états_unis_-_2,vermont@états_des_états_unis_-_2,
LOUISIANE,1,4,états_des_états_unis_-_2,louisiane@états_des_états_unis_-_2,
MONTANA,2,4,états_des_états_unis_-_2,montana@états_des_états_unis_-_2,
OKLAHOMA,3,4,états_des_états_unis_-_2,oklahoma@états_des_états_unis_-_2,
VIRGINIE,4,4,états_des_états_unis_-_2,virginie@états_des_états_unis_-_2,
MAINE,1,5,états_des_états_unis_-_2,maine@états_des_états_unis_-_2,
NEBRASKA,2,5,états_des_états_unis_-_2,nebraska@états_des_états_unis_-_2,
OREGON,3,5,états_des_états_unis_-_2,oregon@états_des_états_unis_-_2,
VIRGINIE OCCIDENTALE,4,5,états_des_états_unis_-_2,virginie_occidentale@états_des_états_unis_-_2,
MARYLAND,1,6,états_des_états_unis_-_2,maryland@états_des_états_unis_-_2,
NEVADA,2,6,états_des_états_unis_-_2,nevada@états_des_états_unis_-_2,
PENNSYLVANIE,3,6,états_des_états_unis_-_2,pennsylvanie@états_des_états_unis_-_2,
WASHINGTON,4,6,états_des_états_unis_-_2,washington@états_des_états_unis_-_2,
MASSACHUSETTS,1,7,états_des_états_unis_-_2,massachusetts@états_des_états_unis_-_2,
NEW HAMPSHIRE,2,7,états_des_états_unis_-_2,new_hampshire@états_des_états_unis_-_2,
RHODE ISLAND,3,7,états_des_états_unis_-_2,rhode_island@états_des_états_unis_-_2,
PAGE PRÉCÉDENTE,4,7,états_des_états_unis_-_2,page_précédente@états_des_états_unis_-_2,
,,,page_précédente@états_des_états_unis_-_2,états_des_états_unis,
MICHIGAN,1,8,états_des_états_unis_-_2,michigan@états_des_états_unis_-_2,
NEW JERSEY,2,8,états_des_états_unis_-_2,new_jersey@états_des_états_unis_-_2,
TENNESSEE,3,8,états_des_états_unis_-_2,tennessee@états_des_états_unis_-_2,
PAGE SUIVANTE,4,8,états_des_états_unis_-_2,page_suivante@états_des_états_unis_-_2,
,,,page_suivante@états_des_états_unis_-_2,états_des_états_unis_-_3,
WISCONSIN,1,1,états_des_états_unis_-_3,wisconsin@états_des_états_unis_-_3,
WYOMING,1,2,états_des_états_unis_-_3,wyoming@états_des_états_unis_-_3,
PAGE PRÉCÉDENTE,4,7,états_des_états_unis_-_3,page_précédente@états_des_états_unis_-_3,
,,,page_précédente@états_des_états_unis_-_3,états_des_états_unis_-_2,
HISTOIRE,1,1,histoire,histoire@histoire,
PERSONNAGES HISTORIQUES,1,2,histoire,personnages_historiques@histoire,
,,,personnages_historiques@histoire,personnages_historiques,
ACTUALITÉ,1,3,histoire,actualité@histoire,
,,,actualité@histoire,actualité,
QUOI ,1,6,histoire,quoi@histoire,
OÙ,1,7,histoire,où@histoire,
PAS,2,7,histoire,pas@histoire,
ENCORE ,1,8,histoire,encore@histoire,
C’EST FINI,2,8,histoire,c’est_fini@histoire,
MATH,1,1,maths,math@maths,
MESURER,2,1,maths,mesurer@maths,
HAUTEUR,3,1,maths,hauteur@maths,
NOMBRES,1,2,maths,nombres@maths,
,,,nombres@maths,nombres,
MULTIPLIER,2,2,maths,multiplier@maths,
LARGEUR,3,2,maths,largeur@maths,
ADDITIONNER,1,3,maths,additionner@maths,
SOUSTRAIRE,2,3,maths,soustraire@maths,
LONGUEUR,3,3,maths,longueur@maths,
COMPTER,1,4,maths,compter@maths,
ÉGAL,2,4,maths,égal@maths,
QUART,3,4,maths,quart@maths,
DIVISER,1,5,maths,diviser@maths,
CALCULATRICE,2,5,maths,calculatrice@maths,
MOITIÉ,3,5,maths,moitié@maths,
QUOI,1,6,maths,quoi@maths,
RÈGLE,2,6,maths,règle@maths,
PLUS PETIT QUE,3,6,maths,plus@petit_que@maths,
OÙ,1,7,maths,où@maths,
PAS,2,7,maths,pas@maths,
PLUS GRAND QUE,3,7,maths,plus@grand_que@maths,
ENCORE,1,8,maths,encore@maths,
C’EST FINI,2,8,maths,c’est_fini@maths,
PLUS,4,8,maths,plus@maths,
,,,plus@maths,maths_-_2,
DANS LE SENS DES AIGUILLES D’UNE MONTRE,1,1,maths_-_2,dans_le_sens_des_aiguilles_d’une_montre@maths_-_2,
CENTIMÈTRE,2,1,maths_-_2,centimètre@maths_-_2,
LITRE,3,1,maths_-_2,litre@maths_-_2,
DANS LE SENS INVERSE DES AIGUILLES D’UNE MONTRE,1,2,maths_-_2,dans_le_sens_inverse_des_aiguilles_d’une_montre@maths_-_2,
MÈTRE,2,2,maths_-_2,mètre@maths_-_2,
GRAPHIQUE,3,2,maths_-_2,graphique@maths_-_2,
PAIR,1,3,maths_-_2,pair@maths_-_2,
KILOMÈTRE,2,3,maths_-_2,kilomètre@maths_-_2,
FORME,3,3,maths_-_2,forme@maths_-_2,
IMPAIR,1,4,maths_-_2,impair@maths_-_2,
TONNE,2,4,maths_-_2,tonne@maths_-_2,
PREMIER,1,5,maths_-_2,premier@maths_-_2,
GRAMME,2,5,maths_-_2,gramme@maths_-_2,
DEUXIÈME,1,6,maths_-_2,deuxième@maths_-_2,
KILOGRAMME,2,6,maths_-_2,kilogramme@maths_-_2,
TROISIÈME,1,7,maths_-_2,troisième@maths_-_2,
CENTILITRE,2,7,maths_-_2,centilitre@maths_-_2,
MILLIMÈTRE,1,8,maths_-_2,millimètre@maths_-_2,
DÉCILITRE ,2,8,maths_-_2,décilitre@maths_-_2,
RETOUR,4,8,maths_-_2,retour@maths_-_2,
,,,retour@maths_-_2,maths,
911,1,1,signaux_de_sécurité,911@signaux_de_sécurité,
POISON,2,1,signaux_de_sécurité,poison@signaux_de_sécurité,
ARRÊT D’AUTOBUS,1,2,signaux_de_sécurité,arrêt_d’autobus@signaux_de_sécurité,
PRODUIT INFLAMMABLE,2,2,signaux_de_sécurité,produit_inflammable@signaux_de_sécurité,
ÉCOLE,1,3,signaux_de_sécurité,école@signaux_de_sécurité,
RECYCLAGE,2,3,signaux_de_sécurité,recyclage@signaux_de_sécurité,
HANDICAPÉ,1,4,signaux_de_sécurité,handicapé@signaux_de_sécurité,
SORTIE DE SECOURS,2,4,signaux_de_sécurité,sortie_de_secours@signaux_de_sécurité,
PASSAGE D’ORIGNAUX,1,5,signaux_de_sécurité,passage_d’orignaux@signaux_de_sécurité,
TOILETTES FEMMES,2,5,signaux_de_sécurité,toilettes_femmes@signaux_de_sécurité,
QUOI,1,6,signaux_de_sécurité,quoi@signaux_de_sécurité,
TOILETTES HOMMES,2,6,signaux_de_sécurité,toilettes_hommes@signaux_de_sécurité,
OÙ,1,7,signaux_de_sécurité,où@signaux_de_sécurité,
PAS,2,7,signaux_de_sécurité,pas@signaux_de_sécurité,
ENCORE,1,8,signaux_de_sécurité,encore@signaux_de_sécurité,
C’EST FINI,2,8,signaux_de_sécurité,c’est_fini@signaux_de_sécurité,
JE,1,1,temps,je@temps,
TU,2,1,temps,tu@temps,
ÇA,3,1,temps,ça@temps,
ÉVÉNEMENTS SPÉCIAUX,4,1,temps,événements_spéciaux@temps,
,,,événements_spéciaux@temps,événements_spéciaux,
ÊTRE,1,2,temps,être@temps,
CE SOIR,2,2,temps,ce_soir@temps,
FIN DE SEMAINE,3,2,temps,fin_de_semaine@temps,
MOMENTS DE LA JOURNÉE,4,2,temps,moments_de_la_journée@temps,
,,,moments_de_la_journée@temps,moments_de_la_journée,
VOULOIR,1,3,temps,vouloir@temps,
DEMAIN,2,3,temps,demain@temps,
MOIS,3,3,temps,mois@temps,
JOURS DE LA SEMAINE,4,3,temps,jours_de_la_semaine@temps,
,,,jours_de_la_semaine@temps,jours_de_la_semaine,
AIMER,1,4,temps,aimer@temps,
HIER,2,4,temps,hier@temps,
ANNÉE,3,4,temps,année@temps,
MOIS,4,4,temps,mois@temps,
,,,mois@temps,mois,
TEMPS,1,5,temps,temps@temps,
JOUR,2,5,temps,jour@temps,
HEURE,3,5,temps,heure@temps,
SAISONS,4,5,temps,saisons@temps,
,,,saisons@temps,saisons,
AUJOURD’HUI,1,6,temps,aujourd’hui@temps,
SEMAINE,2,6,temps,semaine@temps,
À,3,6,temps,à@temps,
MOTS POUR RANGER,4,6,temps,mots_pour_ranger@temps,
,,,mots_pour_ranger@temps,mots_pour_ranger,
QUAND,1,7,temps,quand@temps,
PAS,2,7,temps,pas@temps,
MINUTE,3,7,temps,minute@temps,
NOMBRES,4,7,temps,nombres@temps,
,,,nombres@temps,nombres,
MAINTENANT,1,8,temps,maintenant@temps,
APRÈS,2,8,temps,après@temps,
VACANCES,3,8,temps,vacances@temps,
PLUS,4,8,temps,plus@temps,
,,,plus@temps,temps_-_2,
PASSÉ,1,1,temps_-_2,passé@temps_-_2,
JOUR,2,1,temps_-_2,jour@temps_-_2,
FUTUR,1,2,temps_-_2,futur@temps_-_2,
CALENDRIER,2,2,temps_-_2,calendrier@temps_-_2,
,,,calendrier@temps_-_2,calendrier,
TÔT,1,3,temps_-_2,tôt@temps_-_2,
TARDIF,1,4,temps_-_2,tardif@temps_-_2,
UNE FOIS,1,5,temps_-_2,une_fois@temps_-_2,
DEUX FOIS,1,6,temps_-_2,deux_fois@temps_-_2,
RENDEZ-VOUS,1,7,temps_-_2,rendez-vous@temps_-_2,
SECONDE,1,8,temps_-_2,seconde@temps_-_2,
RETOUR,4,8,temps_-_2,retour@temps_-_2,
,,,retour@temps_-_2,temps,
JOUR,2,1,moments_de_la_journée,jour@moments_de_la_journée,
APRÈS-MIDI,3,1,moments_de_la_journée,après-midi@moments_de_la_journée,
FERMER,4,1,moments_de_la_journée,fermer@moments_de_la_journée,
LEVER DU SOLEIL,2,2,moments_de_la_journée,lever_du_soleil@moments_de_la_journée,
COUCHER DU SOLEIL,3,2,moments_de_la_journée,coucher_du_soleil@moments_de_la_journée,
NUIT,4,2,moments_de_la_journée,nuit@moments_de_la_journée,
MATIN,2,3,moments_de_la_journée,matin@moments_de_la_journée,
SOIR,3,3,moments_de_la_journée,soir@moments_de_la_journée,
SAISON,3,4,saisons,saison@saisons,
FERMER,4,4,saisons,fermer@saisons,
PRINTEMPS,3,5,saisons,printemps@saisons,
AUTOMNE,4,5,saisons,automne@saisons,
ÉTÉ,3,6,saisons,été@saisons,
HIVER,4,6,saisons,hiver@saisons,
AVANT,2,5,mots_pour_ranger,avant@mots_pour_ranger,
MILIEU,3,5,mots_pour_ranger,milieu@mots_pour_ranger,
FERMER,4,5,mots_pour_ranger,fermer@mots_pour_ranger,
SUIVANT,2,6,mots_pour_ranger,suivant@mots_pour_ranger,
FIN,3,6,mots_pour_ranger,fin@mots_pour_ranger,
DERNIER,4,6,mots_pour_ranger,dernier@mots_pour_ranger,
APRÈS,2,7,mots_pour_ranger,après@mots_pour_ranger,
PREMIER,3,7,mots_pour_ranger,premier@mots_pour_ranger,
DÉBUT,2,8,mots_pour_ranger,début@mots_pour_ranger,
DEUXIÈME,3,8,mots_pour_ranger,deuxième@mots_pour_ranger,
JE,1,1,religion,je@religion,
TU,2,1,religion,tu@religion,
ÇA,3,1,religion,ça@religion,
CHRÉTIENTÉ,4,1,religion,chrétienté@religion,
ÊTRE,1,2,religion,être@religion,
CROIRE,2,2,religion,croire@religion,
HINDOUISTE,3,2,religion,hindouiste@religion,
CATHOLICISME,4,2,religion,catholicisme@religion,
VOULOIR,1,3,religion,vouloir@religion,
PRIER,2,3,religion,prier@religion,
JUIF,3,3,religion,juif@religion,
ISLAM,4,3,religion,islam@religion,
AIMER,1,4,religion,aimer@religion,
BOUDDHISTE,2,4,religion,bouddhiste@religion,
MUSULMAN,3,4,religion,musulman@religion,
JUDAÏSME,4,4,religion,judaïsme@religion,
FAIRE,1,5,religion,faire@religion,
CHRÉTIEN,2,5,religion,chrétien@religion,
SAINT,3,5,religion,saint@religion,
HINDOUISME,4,5,religion,hindouisme@religion,
QUOI,1,6,religion,quoi@religion,
CATHOLIQUE,2,6,religion,catholique@religion,
RELIGION,3,6,religion,religion@religion,
OÙ,1,7,religion,où@religion,
PAS,2,7,religion,pas@religion,
DIEU,3,7,religion,dieu@religion,
ENCORE,1,8,religion,encore@religion,
C’EST FINI,2,8,religion,c’est_fini@religion,
BOUDDHISME,3,8,religion,boudhisme@religion,
PLUS,4,8,religion,plus@religion,
,,,plus@religion,religion_-_2,
CHRÉTIEN,1,1,religion_-_2,chrétien@religion_-_2,
,,,chrétien@religion_-_2,chrétien,
CATHOLIQUE,1,2,religion_-_2,catholique@religion_-_2,
,,,catholique@religion_-_2,catholique,
JUIF,1,3,religion_-_2,juif@religion_-_2,
,,,juif@religion_-_2,juif,
MUSULMAN,1,4,religion_-_2,musulman@religion_-_2,
,,,musulman@religion_-_2,musulman,
RETOUR,4,8,religion_-_2,retour@religion_-_2,
,,,retour@religion_-_2,religion,
JE,1,1,chrétien,je@chrétien,
TU,2,1,chrétien,tu@chrétien,
